#,date,month,type,category,debit amount,credit amount,balance
1263,29/10/2018,October,debit,Coffee,5.44,,144.87
1264,29/10/2018,October,debit,Groceries,7.1,,137.77
1265,29/10/2018,October,debit,Clothing,15.04,,122.73
1266,29/10/2018,October,debit,Groceries,4.88,,117.85
1267,30/10/2018,October,debit,Savings,3.84,,114.01
1268,30/10/2018,October,debit,Healthcare,40,,74.01
1269,30/10/2018,October,debit,Groceries,12.45,,61.56
1270,30/10/2018,October,debit,Others,34.91,,26.65
1271,31/10/2018,October,credit,Income (active),,1624.15,1650.8
1272,31/10/2018,October,debit,Savings,0.55,,1650.25
1273,31/10/2018,October,debit,Healthcare,40,,1610.25
1274,31/10/2018,October,debit,Groceries,0.45,,1609.8
1275,01/11/2018,November,debit,Savings,0.55,,1609.25
1276,01/11/2018,November,debit,Savings,50,,1559.25
1277,01/11/2018,November,debit,Savings,350,,1209.25
1278,01/11/2018,November,debit,Savings,250,,959.25
1279,01/11/2018,November,debit,Transport,8.6,,950.65
1280,01/11/2018,November,debit,Bills,19,,931.65
1281,01/11/2018,November,debit,Bills,30.36,,901.29
1282,01/11/2018,November,debit,Savings,875,,26.29
1283,02/11/2018,November,debit,Savings,0.4,,25.89
1284,02/11/2018,November,credit,Income (passive),,75,100.89
1285,02/11/2018,November,debit,Groceries,3.7,,97.19
1286,02/11/2018,November,debit,Going Out,7.88,,89.31
1287,02/11/2018,November,debit,Groceries,12.25,,77.06
1288,05/11/2018,November,debit,Transport,5.2,,71.86
1289,05/11/2018,November,credit,Income (passive),,500,571.86
1290,05/11/2018,November,debit,Healthcare,50,,521.86
1291,05/11/2018,November,debit,Going Out,27,,494.86
1292,05/11/2018,November,debit,Savings,1.97,,492.89
1293,05/11/2018,November,debit,Rent,250,,242.89
1294,05/11/2018,November,debit,Transport,85.2,,157.69
1295,05/11/2018,November,debit,Groceries,16.5,,141.19
1296,05/11/2018,November,debit,Going Out,6,,135.19
1297,05/11/2018,November,debit,Groceries,8,,127.19
1298,05/11/2018,November,debit,Transport,2.7,,124.49
1299,05/11/2018,November,debit,Going Out,12,,112.49
1300,05/11/2018,November,debit,Others,20.1,,92.39
1301,05/11/2018,November,credit,Income (passive),,300,392.39
1302,06/11/2018,November,debit,Savings,1.2,,391.19
1303,07/11/2018,November,debit,Others,31.27,,359.92
1304,07/11/2018,November,debit,Others,97,,262.92
1305,07/11/2018,November,debit,Going Out,5,,257.92
1306,07/11/2018,November,debit,Groceries,8.5,,249.42
1307,08/11/2018,November,debit,Savings,1.23,,248.19
1308,08/11/2018,November,debit,Transport,8.6,,239.59
1309,08/11/2018,November,debit,Groceries,1.4,,238.19
1310,08/11/2018,November,debit,Groceries,5.5,,232.69
1311,09/11/2018,November,debit,Savings,1.5,,231.19
1312,09/11/2018,November,debit,Transport,5.2,,225.99
1313,09/11/2018,November,debit,Coffee,3.65,,222.34
1314,09/11/2018,November,debit,Groceries,4.55,,217.79
1315,09/11/2018,November,debit,Groceries,12.95,,204.84
1316,09/11/2018,November,debit,Clothing,38.9,,165.94
1317,12/11/2018,November,debit,Going Out,27.9,,138.04
1318,12/11/2018,November,debit,Savings,1.75,,136.29
1319,12/11/2018,November,debit,Transport,3.4,,132.89
1320,12/11/2018,November,debit,Groceries,3.6,,129.29
1321,12/11/2018,November,debit,Groceries,7.2,,122.09
1322,12/11/2018,November,debit,Going Out,10.75,,111.34
1323,12/11/2018,November,debit,Going Out,9.8,,101.54
1324,12/11/2018,November,debit,Clothing,9.9,,91.64
1325,12/11/2018,November,debit,Clothing,6.95,,84.69
1326,12/11/2018,November,debit,Clothing,9.74,,74.95
1327,13/11/2018,November,debit,Savings,2.66,,72.29
1328,13/11/2018,November,debit,Transport,5.2,,67.09
1329,13/11/2018,November,debit,Going Out,5.5,,61.59
1330,14/11/2018,November,debit,Savings,1.3,,60.29
1331,14/11/2018,November,debit,Transport,8.6,,51.69
1332,14/11/2018,November,credit,Income (passive),,100,151.69
1333,14/11/2018,November,debit,Entertainment,5.99,,145.7
1334,14/11/2018,November,debit,Groceries,8,,137.7
1335,15/11/2018,November,debit,Savings,0.41,,137.29
1336,15/11/2018,November,debit,Transport,13.8,,123.49
1337,15/11/2018,November,debit,Going Out,3.11,,120.38
1338,15/11/2018,November,debit,Groceries,3.8,,116.58
1339,16/11/2018,November,debit,Savings,1.29,,115.29
1340,16/11/2018,November,debit,Transport,8.6,,106.69
1341,16/11/2018,November,debit,Going Out,8.06,,98.63
1342,16/11/2018,November,debit,Transport,8.6,,90.03
1343,19/11/2018,November,debit,Savings,1.74,,88.29
1344,19/11/2018,November,debit,Groceries,2,,86.29
1345,19/11/2018,November,debit,Going Out,8.6,,77.69
1346,19/11/2018,November,debit,Going Out,1,,76.69
1347,20/11/2018,November,debit,Savings,0.4,,76.29
1348,20/11/2018,November,debit,Transport,5.2,,71.09
1349,20/11/2018,November,debit,Groceries,1.25,,69.84
1350,20/11/2018,November,debit,Groceries,3.7,,66.14
1351,21/11/2018,November,debit,Savings,1.85,,64.29
1352,21/11/2018,November,debit,Transport,3.4,,60.89
1353,22/11/2018,November,debit,Savings,0.6,,60.29
1354,22/11/2018,November,debit,Transport,8.6,,51.69
1355,23/11/2018,November,debit,Savings,0.4,,51.29
1356,26/11/2018,November,credit,Income (passive),,250,301.29
1357,26/11/2018,November,debit,Going Out,4.65,,296.64
1358,26/11/2018,November,debit,Groceries,8.95,,287.69
1359,26/11/2018,November,debit,Clothing,12.95,,274.74
1360,26/11/2018,November,debit,Going Out,29.7,,245.04
1361,26/11/2018,November,credit,Income (passive),,74,319.04
1362,27/11/2018,November,debit,Savings,0.75,,318.29
1363,27/11/2018,November,debit,Transport,8.6,,309.69
1364,27/11/2018,November,debit,Coffee,2.95,,306.74
1365,27/11/2018,November,debit,Clothing,21.4,,285.34
1366,27/11/2018,November,credit,Income (passive),,11,296.34
1367,28/11/2018,November,debit,Savings,1.05,,295.29
1368,28/11/2018,November,debit,Transport,3.4,,291.89
1369,28/11/2018,November,debit,Healthcare,50,,241.89
1370,28/11/2018,November,debit,Rent,3.29,,238.6
1371,28/11/2018,November,debit,Groceries,3.4,,235.2
1372,28/11/2018,November,debit,Rent,3.99,,231.21
1373,28/11/2018,November,debit,Transport,8.6,,222.61
1374,28/11/2018,November,debit,Rent,14.83,,207.78
1375,28/11/2018,November,debit,Rent,21.41,,186.37
1376,29/11/2018,November,debit,Savings,3.08,,183.29
1377,29/11/2018,November,debit,Rent,114.43,,68.86
1378,29/11/2018,November,debit,Groceries,2.1,,66.76
1379,29/11/2018,November,debit,Groceries,2.8,,63.96
1380,29/11/2018,November,debit,Rent,10.99,,52.97
1381,30/11/2018,November,credit,Income (active),,1501.79,1554.76
1382,30/11/2018,November,debit,Savings,1.68,,1553.08
1383,30/11/2018,November,debit,Transport,5.2,,1547.88
1384,30/11/2018,November,debit,Going Out,3.56,,1544.32
1385,30/11/2018,November,debit,Going Out,5.88,,1538.44
1386,30/11/2018,November,debit,Groceries,8,,1530.44
1387,03/12/2018,December,debit,Transport,6.9,,1523.54
1388,03/12/2018,December,debit,Savings,1.46,,1522.08
1389,03/12/2018,December,debit,Savings,50,,1472.08
1390,03/12/2018,December,debit,Savings,350,,1122.08
1391,03/12/2018,December,debit,Rent,250,,872.08
1392,03/12/2018,December,debit,Savings,250,,622.08
1393,03/12/2018,December,debit,Bills,19,,603.08
1394,03/12/2018,December,debit,Bills,32.36,,570.72
1395,03/12/2018,December,debit,Going Out,2.99,,567.73
1396,03/12/2018,December,debit,Going Out,5,,562.73
1397,03/12/2018,December,debit,Transport,5.2,,557.53
1398,03/12/2018,December,debit,Groceries,15.45,,542.08
1399,03/12/2018,December,debit,Going Out,17.98,,524.1
1400,03/12/2018,December,debit,Groceries,2,,522.1
1401,03/12/2018,December,debit,Clothing,35.04,,487.06
1402,03/12/2018,December,debit,Clothing,45,,442.06
1403,03/12/2018,December,debit,Groceries,1.75,,440.31
1404,04/12/2018,December,debit,Savings,2.59,,437.72
1405,04/12/2018,December,debit,Going Out,11.16,,426.56
1406,04/12/2018,December,debit,Coffee,2.75,,423.81
1407,04/12/2018,December,debit,Groceries,8.72,,415.09
1408,05/12/2018,December,debit,Savings,1.37,,413.72
1409,05/12/2018,December,debit,Going Out,7.78,,405.94
1410,05/12/2018,December,debit,Rent,9.31,,396.63
1411,05/12/2018,December,debit,Rent,9.31,,387.32
1412,05/12/2018,December,debit,Rent,25.18,,362.14
1413,05/12/2018,December,debit,Others,15,,347.14
1414,06/12/2018,December,debit,Savings,2.42,,344.72
1415,06/12/2018,December,debit,Transport,5.2,,339.52
1416,06/12/2018,December,debit,Going Out,3.11,,336.41
1417,06/12/2018,December,debit,Going Out,3.89,,332.52
1418,06/12/2018,December,debit,Rent,11.99,,320.53
1419,07/12/2018,December,debit,Savings,1.81,,318.72
1420,07/12/2018,December,debit,Transport,3.4,,315.32
1421,07/12/2018,December,debit,Rent,4.49,,310.83
1422,10/12/2018,December,debit,Savings,1.11,,309.72
1423,10/12/2018,December,debit,Groceries,19,,290.72
1424,10/12/2018,December,debit,Going Out,5.5,,285.22
1425,10/12/2018,December,debit,Transport,8.6,,276.62
1426,10/12/2018,December,debit,Groceries,0.5,,276.12
1427,10/12/2018,December,debit,Groceries,4.65,,271.47
1428,11/12/2018,December,debit,Savings,1.75,,269.72
1429,11/12/2018,December,debit,Transport,5.2,,264.52
1430,11/12/2018,December,debit,Groceries,8,,256.52
1431,12/12/2018,December,debit,Savings,0.8,,255.72
1432,12/12/2018,December,debit,Healthcare,50,,205.72
1433,13/12/2018,December,debit,Groceries,11.05,,194.67
1434,14/12/2018,December,debit,Savings,0.95,,193.72
1435,14/12/2018,December,debit,Transport,5.2,,188.52
1436,14/12/2018,December,debit,Entertainment,5.99,,182.53
1437,17/12/2018,December,debit,Transport,3.4,,179.13
1438,17/12/2018,December,debit,Savings,1.41,,177.72
1439,17/12/2018,December,debit,Going Out,3.98,,173.74
1440,17/12/2018,December,debit,Going Out,5.25,,168.49
1441,17/12/2018,December,debit,Transport,5.8,,162.69
1442,17/12/2018,December,debit,Going Out,8.5,,154.19
1443,18/12/2018,December,debit,Savings,1.47,,152.72
1444,19/12/2018,December,credit,Income (active),,1464.22,1616.94
1445,19/12/2018,December,credit,Income (passive),,110,1726.94
1446,20/12/2018,December,debit,Groceries,3.5,,1723.44
1447,20/12/2018,December,debit,Transport,182.18,,1541.26
1448,21/12/2018,December,debit,Savings,1.32,,1539.94
1449,21/12/2018,December,debit,Groceries,8.9,,1531.04
1450,24/12/2018,December,debit,Savings,0.1,,1530.94
1451,24/12/2018,December,debit,Going Out,2,,1528.94
1452,24/12/2018,December,debit,Going Out,11.6,,1517.34
1453,24/12/2018,December,debit,Going Out,4.97,,1512.37
1454,24/12/2018,December,debit,Transport,8.3,,1504.07
1455,27/12/2018,December,debit,Transport,9.6,,1494.47
1456,27/12/2018,December,debit,Savings,1.53,,1492.94
1457,27/12/2018,December,debit,Coffee,7.6,,1485.34
1458,27/12/2018,December,debit,Groceries,2,,1483.34
1459,27/12/2018,December,debit,Coffee,3.05,,1480.29
1460,27/12/2018,December,debit,Entertainment,5.99,,1474.3
1461,27/12/2018,December,debit,Rent,6.99,,1467.31
1462,27/12/2018,December,debit,Rent,9.99,,1457.32
1463,27/12/2018,December,debit,Entertainment,17.99,,1439.33
1464,27/12/2018,December,debit,Rent,22.99,,1416.34
1465,27/12/2018,December,debit,Entertainment,50,,1366.34
1466,28/12/2018,December,debit,Savings,1.4,,1364.94
1467,28/12/2018,December,debit,Entertainment,23.97,,1340.97
1468,31/12/2018,December,debit,Going Out,20,,1320.97
1469,31/12/2018,December,debit,Savings,0.03,,1320.94
1470,31/12/2018,December,debit,Groceries,16.95,,1303.99
1471,31/12/2018,December,debit,Clothing,3.97,,1300.02
1472,31/12/2018,December,debit,Groceries,4.04,,1295.98
